time,open,high,low,close,volume
2025-07-17 00:04:41.380720+00:00,99.84705214233172,100.46281796586118,99.63359679829396,99.64788766735286,620
2025-07-17 01:04:41.380720+00:00,100.96063103500559,101.26071159685986,100.92157798255629,100.59028003507846,9711
2025-07-17 02:04:41.380720+00:00,101.25477219578063,101.35287831670738,101.18563130058104,101.44468735281289,1561
2025-07-17 03:04:41.380720+00:00,99.75595369913549,100.04773586778234,99.27411904882347,99.80545043669741,9194
2025-07-17 04:04:41.380720+00:00,101.8957766821456,103.3592514932594,101.63333019118173,102.02375500668317,2374
2025-07-17 05:04:41.380720+00:00,101.44888232686955,102.12069375876972,101.2579795941428,101.31058142521033,487
2025-07-17 06:04:41.380720+00:00,102.18405585360486,102.29675135824941,101.49314216025346,102.19462401847456,2855
2025-07-17 07:04:41.380720+00:00,101.71007942088757,102.14215387876592,101.44642884907776,101.46105050619752,6908
2025-07-17 08:04:41.380720+00:00,102.09331081340189,103.29453339177819,100.98272938396696,101.72823720169845,7033
2025-07-17 09:04:41.380720+00:00,102.95963488988647,103.74688938434812,102.6125222677995,103.15553786827327,3230
2025-07-17 10:04:41.380720+00:00,103.66517304677953,103.80699495065308,103.24113289014697,103.93716313231181,8148
2025-07-17 11:04:41.380720+00:00,103.12314664112206,103.54877370941698,102.17120991758176,103.10433041211368,583
2025-07-17 12:04:41.380720+00:00,103.97046659343717,104.20180583850097,103.39999771184725,103.52094397724188,5251
2025-07-17 13:04:41.380720+00:00,103.13232471669144,103.85116041875865,102.90023782808372,102.7611032897613,7472
2025-07-17 14:04:41.380720+00:00,102.67051411564842,103.22370871867865,101.77083665138026,102.32383417671316,1103
2025-07-17 15:04:41.380720+00:00,104.86013233310183,105.0315775333139,104.49815675944141,104.53929869645009,2230
2025-07-17 16:04:41.380720+00:00,104.27392226268324,104.6770494014487,104.20950167735975,104.44482567708526,6089
2025-07-17 17:04:41.380720+00:00,105.70359712773109,106.17321902778062,105.56320391942496,105.69715603092365,5090
2025-07-17 18:04:41.380720+00:00,105.9114050422533,106.19295639216523,105.42056328051645,106.21157950655918,135
2025-07-17 19:04:41.380720+00:00,105.18201883511297,106.29518186889703,105.14701887396562,105.24261011563483,3516
2025-07-17 20:04:41.380720+00:00,104.20446295668968,104.71407246495404,104.18532645731761,103.73881957902032,2222
2025-07-17 21:04:41.380720+00:00,103.989044734499,104.42555234883089,103.18779621073757,103.87991463382184,3660
2025-07-17 22:04:41.380720+00:00,102.13536816169069,102.69476808569961,101.61000680942333,102.08757720311058,4747
2025-07-17 23:04:41.380720+00:00,102.75676247445773,103.72121348945393,102.60499794142852,102.73206162773958,883
2025-07-18 00:04:41.380720+00:00,101.9795320913743,102.22560908072457,101.72404566744441,101.86957589339731,1496
2025-07-18 01:04:41.380720+00:00,100.61226589701141,100.91490909428207,100.09152551412228,100.81816977919226,154
2025-07-18 02:04:41.380720+00:00,100.90775654722734,101.48928420514746,100.66890436269037,100.85282772621,6312
2025-07-18 03:04:41.380720+00:00,101.0873288712165,101.9009478376071,100.67763754765376,101.00544243767615,301
2025-07-18 04:04:41.380720+00:00,99.55857391953477,99.59054953742233,98.93844234352404,99.58500665411837,9032
2025-07-18 05:04:41.380720+00:00,100.59061684245046,100.93259644306713,100.32714365846431,100.77161399082277,3174
2025-07-18 06:04:41.380720+00:00,98.99820721861342,99.72087860743358,98.77803092389408,99.2623759310029,7935
2025-07-18 07:04:41.380720+00:00,100.48683924094125,101.12677234235746,99.87473120025952,100.5156437950612,4720
2025-07-18 08:04:41.380720+00:00,100.39806311534757,100.85459922189499,100.33674836741733,100.58543060117876,5470
2025-07-18 09:04:41.380720+00:00,99.58993200948588,99.78685442198577,98.89789282042615,99.5068572529879,663
2025-07-18 10:04:41.380720+00:00,99.80100498616255,100.35376283180909,99.50696104415938,99.97269099814574,529
2025-07-18 11:04:41.380720+00:00,100.01912862369352,100.12530849560453,99.89842212112903,100.1381738299605,897
2025-07-18 12:04:41.380720+00:00,101.90171039378852,102.15622572295293,100.92307310567469,102.3039648246742,8565
2025-07-18 13:04:41.380720+00:00,101.52888220741569,101.73564209336568,100.6399900278706,101.09618977987314,8939
2025-07-18 14:04:41.380720+00:00,101.96355296219396,102.38183298722824,101.4458164258087,101.79578894324378,5092
2025-07-18 15:04:41.380720+00:00,102.88229628511539,103.03464406899363,102.6438229046312,102.75381383332088,5993
2025-07-18 16:04:41.380720+00:00,103.05495078255768,103.7034768636073,102.70810907842635,102.99075071053637,5839
2025-07-18 17:04:41.380720+00:00,103.27261579557863,103.96641266296864,102.62472485337179,103.12078098099536,5542
