time,open,high,low,close,volume
2022-09-22 13:30:00+00:00,300.75,301.2900085449219,287.7200012207031,290.3938903808594,46408359.0
2022-09-22 17:30:00+00:00,290.3299865722656,291.5299987792969,285.82000732421875,288.489990234375,22218716.0
2022-09-23 13:30:00+00:00,283.0899963378906,284.5,274.6099853515625,275.0791015625,42811335.0
2022-09-23 17:30:00+00:00,275.06060791015625,276.3500061035156,272.82000732421875,275.3299865722656,18533797.0
2022-09-26 13:30:00+00:00,271.0400085449219,284.0899963378906,270.3099975585937,277.0509948730469,39998110.0
2022-09-26 17:30:00+00:00,277.010009765625,280.5199890136719,275.7699890136719,276.04998779296875,15937666.0
2022-09-27 13:30:00+00:00,283.8399963378906,288.6700134277344,278.239990234375,279.1600036621094,42194528.0
2022-09-27 17:30:00+00:00,279.1400146484375,283.760009765625,277.510009765625,283.0199890136719,17390694.0
2022-09-28 13:30:00+00:00,283.0799865722656,285.55499267578125,277.57000732421875,283.489990234375,34588404.0
2022-09-28 17:30:00+00:00,283.5,289.0,282.3299865722656,287.760009765625,16578018.0
2022-09-29 13:30:00+00:00,282.760009765625,283.6499938964844,267.0199890136719,268.0,50453738.0
2022-09-29 17:30:00+00:00,268.0002136230469,269.3999938964844,265.7799987792969,268.2799987792969,24087557.0
2022-09-30 13:30:00+00:00,265.29998779296875,275.57000732421875,262.4700012207031,270.5350036621094,43828586.0
2022-09-30 17:30:00+00:00,270.5799865722656,270.739990234375,265.0,265.20001220703125,19683404.0
2022-10-03 13:30:00+00:00,254.5,255.16000366210935,241.00999450683597,243.05990600585935,64335244.0
2022-10-03 17:30:00+00:00,243.0500030517578,247.2550048828125,241.30999755859372,242.3999938964844,29537699.0
2022-10-04 13:30:00+00:00,250.0,257.5,242.00999450683597,244.5200042724609,77355872.0
2022-10-04 17:30:00+00:00,244.5177001953125,249.69000244140625,244.25,249.6699981689453,28647482.0
2022-10-05 13:30:00+00:00,243.71499633789065,246.6696929931641,233.2700042724609,238.5500030517578,59335202.0
2022-10-05 17:30:00+00:00,238.5500030517578,242.32000732421875,237.66000366210935,240.7100067138672,24456128.0
2022-10-06 13:30:00+00:00,241.75,244.5800018310547,235.3500061035156,240.5301055908203,48471212.0
2022-10-06 17:30:00+00:00,240.6000061035156,242.8800048828125,238.0,238.1100006103516,18506633.0
2022-10-07 13:30:00+00:00,233.58999633789065,234.32000732421875,222.08999633789065,223.88999938964844,56747728.0
2022-10-07 17:30:00+00:00,223.80999755859372,224.97610473632807,222.0200042724609,223.07000732421875,23195505.0
2022-10-10 13:30:00+00:00,224.5,226.9900054931641,218.3582000732422,223.13949584960935,46757187.0
